,Unnamed: 0,action,effectiveness,effectiveness_number
1795,1795,Plant seed balls,Unknown effectiveness (limited evidence),1
1796,1796,Plant shelter belts to protect peatlands from wind,No evidence found (no assessment),1
1797,1797,Plant shrubs in clusters,Unknown effectiveness (limited evidence),1
1798,1798,Plant spiny shrubs to act as barriers to people,No evidence found (no assessment),1
1799,1799,Plant trees after wildfire,No evidence found (no assessment),1
1800,1800,Plant trees following clearfelling,Unknown effectiveness (limited evidence),1
1801,1801,Plant trees on farmland,Likely to be beneficial,2
1802,1802,Plant trees on farmland,Awaiting assessment,1
1803,1803,Plant trees to act as windbreaks,Unknown effectiveness (limited evidence),1
1804,1804,Plant trees/shrubs into moisture-retaining peat pots: brackish/saline wetlands,No evidence found (no assessment),1
1805,1805,Plant trees/shrubs into moisture-retaining peat pots: freshwater wetlands,No evidence found (no assessment),1
1806,1806,Plant turf,Unknown effectiveness (limited evidence),1
1807,1807,Plant vegetation into heavy containers,No evidence found (no assessment),1
1808,1808,Plant vegetation to act as a buffer to exclude pollution,No evidence found (no assessment),1
1809,1809,Plant wild bird seed or cover mixture,Beneficial,2
1810,1810,Plant wild bird seed or cover mixture,Beneficial,2
1811,1811,Plant/seed under established vegetation,Unknown effectiveness (limited evidence),1
1812,1812,Plant/sow seeds of nurse plants alongside focal plants,Unknown effectiveness (limited evidence),1
1813,1813,Play predator calls to deter crop damage by mammals to reduce human-wildlife conflict,No evidence found (no assessment),1
1814,1814,Play predator calls to deter mammals from fishing gear,Unknown effectiveness (limited evidence),1
1815,1815,Play spoken-word radio programmes to deter predators,No evidence found (no assessment),1
1816,1816,Plough habitats,Unknown effectiveness (limited evidence),1
1817,1817,Plug/dam canals or trenches: brackish/saline swamps,No evidence found (no assessment),1
1818,1818,Plug/dam canals or trenches: brackish/salt marshes,Likely to be beneficial,2
1819,1819,Plug/dam canals or trenches: freshwater marshes,Unknown effectiveness (limited evidence),1
1820,1820,Plug/dam canals or trenches: freshwater swamps,No evidence found (no assessment),1
1821,1821,Pollard trees (top cutting or top pruning),No evidence found (no assessment),1
1822,1822,Pollination: Plant flowers,Likely to be beneficial,2
1823,1823,Pollination: Plant hedgerows,Beneficial,2
1824,1824,Pollination: Plant or maintain ground cover in orchards or vineyards,Unknown effectiveness (limited evidence),1
1825,1825,Pollination: Restore habitat along watercourses,Unknown effectiveness (limited evidence),1
1826,1826,Pollination: Use no tillage in arable fields,Unknown effectiveness (limited evidence),1
1827,1827,Ponto-Caspian gammarids: Add chemicals to the water,Unlikely to be beneficial,0
1828,1828,Ponto-Caspian gammarids: Biological control using predatory fish,No evidence found (no assessment),1
1829,1829,Ponto-Caspian gammarids: Change salinity of the water,Likely to be beneficial,2
1830,1830,Ponto-Caspian gammarids: Change water pH,Unlikely to be beneficial,0
1831,1831,Ponto-Caspian gammarids: Change water temperature,Likely to be beneficial,2
1832,1832,Ponto-Caspian gammarids: Cleaning equipment,No evidence found (no assessment),1
1833,1833,Ponto-Caspian gammarids: Control movement of gammarids,Unlikely to be beneficial,0
1834,1834,Ponto-Caspian gammarids: Dewater (dry out) the habitat,Likely to be beneficial,2
1835,1835,Ponto-Caspian gammarids: Exchanging ballast water,No evidence found (no assessment),1
1836,1836,Ponto-Caspian gammarids: Exposure to disease-causing organisms,No evidence found (no assessment),1
1837,1837,Ponto-Caspian gammarids: Exposure to parasites,Likely to be beneficial,2
1838,1838,Ponto-Caspian gobies:  Application of a biocide,No evidence found (no assessment),1
1839,1839,Ponto-Caspian gobies:  Biological control of beneficial species,No evidence found (no assessment),1
1840,1840,Ponto-Caspian gobies:  Biological control using native predators,No evidence found (no assessment),1
1841,1841,Ponto-Caspian gobies:  Draining invaded waterbodies,No evidence found (no assessment),1
1842,1842,Ponto-Caspian gobies:  Habitat manipulation,No evidence found (no assessment),1
1843,1843,Ponto-Caspian gobies:  Netting,No evidence found (no assessment),1
1844,1844,Ponto-Caspian gobies: Changing pH,No evidence found (no assessment),1
1845,1845,Ponto-Caspian gobies: Changing salinity,Beneficial,2
1846,1846,Ponto-Caspian gobies: Electrofishing,No evidence found (no assessment),1
1847,1847,Ponto-Caspian gobies: Increasing carbon dioxide concentrations,No evidence found (no assessment),1
1848,1848,Ponto-Caspian gobies: Public education,No evidence found (no assessment),1
1849,1849,"Ponto-Caspian gobies: Trapping using visual, sound and pheromonal lures",No evidence found (no assessment),1
1850,1850,Ponto-Caspian gobies: Use of barriers to prevent migration,Likely to be beneficial,2
1851,1851,Ponto-Caspian gobies: Using a combination of netting and electrofishing,No evidence found (no assessment),1
1852,1852,Ponto-Caspian gobies: UV radiation,No evidence found (no assessment),1
1853,1853,Practice integrated farm management,No evidence found (no assessment),1
1854,1854,Practise wildlife gardening,Awaiting assessment,1
1855,1855,Prepare the ground before tree planting,Beneficial,2
1856,1856,Preserve genetic material for use in future captive breeding programs,Unknown effectiveness (limited evidence),1
1857,1857,Prevent access to livestock water feeders,Awaiting assessment,1
1858,1858,Prevent culling of bats around fruit orchards,No evidence found (no assessment),1
1859,1859,Prevent damage from strong winds,No evidence found (no assessment),1
1860,1860,Prevent escape of commercial bumblebees from greenhouses,Awaiting assessment,1
1861,1861,"Prevent gene contamination by alien primate species introduced by humans, through exclusion (e.g. fences) or translocation",No evidence found (no assessment),1
1862,1862,Prevent heavy usage or exclude wildfowl from aquatic habitat,No evidence found (no assessment),1
1863,1863,Prevent livestock grazing in forests,Trade-off between benefit and harms,1
1864,1864,Prevent mammals accessing potential wildlife food sources or denning sites to reduce nuisance behaviour and human-wildlife conflict,Likely to be beneficial,2
1865,1865,Prevent pollution from agricultural land or forestry from entering watercourses,No evidence found (no assessment),1
1866,1866,Prevent pollution from agricultural lands or sewage treatment facilities entering watercourses,No evidence found (no assessment),1
1867,1867,Prevent pollution from sewage treatment facilities from entering watercourses,No evidence found (no assessment),1
1868,1868,Prevent spread of the small hive beetle,Awaiting assessment,1
1869,1869,Prevent the attachment of biofouling organisms/species in aquaculture,No evidence found (no assessment),1
1870,1870,Prevent the loss and discard of fishing gear and related debris,No evidence found (no assessment),1
1871,1871,Prevent turbine blades from turning at low wind speeds ('feathering'),Beneficial,2
1872,1872,Preventative vaccination of habituated or wild primates,Trade-off between benefit and harms,1
1873,1873,Primates: Add gum solutions to drilled hollow feeders,No evidence found (no assessment),1
1874,1874,Primates: Change feeding times,Likely to be beneficial,2
1875,1875,Primates: Change the number of feeds per day,Trade-off between benefit and harms,1
1876,1876,Primates: Feed individuals in social groups,Trade-off between benefit and harms,1
1877,1877,Primates: Feed individuals in subgroups,No evidence found (no assessment),1
1878,1878,Primates: Feed individuals separately,No evidence found (no assessment),1
1879,1879,Primates: Formulate diet to reflect nutritional composition of wild foods (including removal of domestic fruits),Likely to be beneficial,2
1880,1880,Primates: Hide food in containers (including boxes and bags),Likely to be beneficial,2
1881,1881,Primates: Maximise both horizontal and vertical food presentation locations,Likely to be beneficial,2
1882,1882,Primates: Modify ingredients/nutrient composition seasonally (not daily) to reflect natural variability,No evidence found (no assessment),1
1883,1883,Primates: Paint gum solutions on rough bark,No evidence found (no assessment),1
1884,1884,Primates: Present feeds at different crowd levels,Likely to be beneficial,2
1885,1885,Primates: Present food dipped in food colouring,Unknown effectiveness (limited evidence),1
1886,1886,Primates: Present food frozen in ice,Likely to be beneficial,2
1887,1887,Primates: Present food in puzzle feeders,Trade-off between benefit and harms,1
1888,1888,Primates: Present food in water (including dishes and ponds),Unknown effectiveness (limited evidence),1
1889,1889,Primates: Present food items whole instead of processed,Likely to be beneficial,2
1890,1890,Primates: Present food which requires the use (or modification) of tools,No evidence found (no assessment),1
1891,1891,Primates: Provide access to food at all times (day and night),No evidence found (no assessment),1
1892,1892,Primates: Provide cut branches (browse),Likely to be beneficial,2
1893,1893,Primates: Provide food at natural (wild) feeding times,No evidence found (no assessment),1
1894,1894,Primates: Provide fresh produce,Likely to be beneficial,2
1895,1895,Primates: Provide gum (including artificial gum),No evidence found (no assessment),1
1896,1896,Primates: Provide herbs or other plants for self-medication,No evidence found (no assessment),1
1897,1897,Primates: Provide live invertebrates,Likely to be beneficial,2
1898,1898,Primates: Provide live vegetation in planters for foraging,Unknown effectiveness (limited evidence),1
1899,1899,Primates: Provide nectar (including artificial nectar),No evidence found (no assessment),1
1900,1900,Primates: Scatter food throughout enclosure,Beneficial,2
1901,1901,Primates: Use of automated feeders,No evidence found (no assessment),1
1902,1902,Procambarus crayfish control: Add chemicals to the water,Likely to be beneficial,2
1903,1903,Procambarus crayfish control: Create barriers,Unknown effectiveness (limited evidence),1
1904,1904,Procambarus crayfish control: Draining the waterway,No evidence found (no assessment),1
1905,1905,Procambarus crayfish control: Encouraging predators,Unlikely to be beneficial,0
1906,1906,Procambarus crayfish control: Relocate vulnerable crayfish,No evidence found (no assessment),1
1907,1907,Procambarus crayfish control: Removal of food source,No evidence found (no assessment),1
1908,1908,Procambarus crayfish control: Remove the crayfish by electrofishing,No evidence found (no assessment),1
1909,1909,Procambarus crayfish control: Sterilization of males,Likely to be beneficial,2
1910,1910,Procambarus crayfish control: Trapping and removal,Likely to be beneficial,2
1911,1911,Procambarus crayfish control: Trapping combined with encouragement of predators,Likely to be beneficial,2
1912,1912,Produce guidance for marsh or swamp conservation,Unknown effectiveness (limited evidence),1
1913,1913,Prohibit (livestock) farmers from entering protected areas,Unknown effectiveness (limited evidence),1
1914,1914,Prohibit or restrict hunting of a species,Likely to be beneficial,2
1915,1915,Prohibit or restrict hunting of marine and freshwater mammal species,Beneficial,2
1916,1916,Prohibit or restrict hunting of particular sex/ breeding status/age animals,Unknown effectiveness (limited evidence),1
1917,1917,Promote careful bat-related eco-tourism to improve behaviour towards bats,No evidence found (no assessment),1
1918,1918,Promote fish and seafood certification (e.g. ecolabels) to reduce consumer demand for fisheries that threaten mammals,No evidence found (no assessment),1
1919,1919,Promote knowledge exchange between fishers to improve good practice,Awaiting assessment,1
1920,1920,Promote knowledge exchange between fishers to improve good practice,Awaiting assessment,1
1921,1921,Promote mammal-related ecotourism,No evidence found (no assessment),1
1922,1922,Promote natural carbon sequestration species and/or habitats,No evidence found (no assessment),1
1923,1923,Promote sustainable alternative livelihoods,Unknown effectiveness (limited evidence),1
1924,1924,Promote sustainable alternative livelihoods,No evidence found (no assessment),1
1925,1925,Protect bats within roosts from disturbance or predation by native species,No evidence found (no assessment),1
1926,1926,Protect bird nests using electric fencing,Likely to be beneficial,2
1927,1927,Protect brownfield or ex-industrial sites,No evidence found (no assessment),1
1928,1928,Protect brownfield or ex-industrial sites,Unknown effectiveness (limited evidence),1
1929,1929,Protect brownfield or ex-industrial sites in urban areas,Awaiting assessment,1
1930,1930,Protect brownfield sites,Awaiting assessment,1
1931,1931,Protect existing natural or semi-natural habitat to prevent conversion to agriculture,Awaiting assessment,1
1932,1932,Protect greenfield sites or undeveloped land in urban areas,No evidence found (no assessment),1
1933,1933,Protect greenfield sites or undeveloped land in urban areas,No evidence found (no assessment),1
1934,1934,Protect habitat along elevational gradients,No evidence found (no assessment),1
1935,1935,Protect habitat along elevational gradients,No evidence found (no assessment),1
1936,1936,Protect habitat along elevational gradients,No evidence found (no assessment),1
1937,1937,Protect habitat: All reptiles (excluding sea turtles),Awaiting assessment,1
1938,1938,Protect habitat: Sea turtles,Awaiting assessment,1
1939,1939,Protect habitats for amphibians,Unknown effectiveness (limited evidence),1
1940,1940,Protect important food/nest trees before burning,No evidence found (no assessment),1
1941,1941,Protect in-field trees,No evidence found (no assessment),1
1942,1942,Protect in-field trees (includes management such as pollarding and surgery),No evidence found (no assessment),1
1943,1943,Protect individual nests of ground-nesting birds,Unknown effectiveness (limited evidence),1
1944,1944,Protect mammals close to development areas (e.g. by fencing),No evidence found (no assessment),1
1945,1945,Protect nest sites from competitors,Unknown effectiveness (limited evidence),1
1946,1946,Protect nest trees before burning,No evidence found (no assessment),1
1947,1947,Protect nests and nesting sites from predation by camouflaging nests,Awaiting assessment,1
1948,1948,Protect nests and nesting sites from predation by creating new nesting sites,Awaiting assessment,1
1949,1949,Protect nests and nesting sites from predation using artificial nest covers: Crocodilians,No evidence found (no assessment),1
1950,1950,Protect nests and nesting sites from predation using artificial nest covers: Sea turtles,Awaiting assessment,1
1951,1951,Protect nests and nesting sites from predation using artificial nest covers: Snakes & lizards,No evidence found (no assessment),1
1952,1952,"Protect nests and nesting sites from predation using artificial nest covers: Tortoises, terrapins, side-necked & softshell turtles",Awaiting assessment,1
1953,1953,Protect nests and nesting sites from predation using artificial nest covers: Tuatara,No evidence found (no assessment),1
1954,1954,Protect nests and nesting sites from predation using chemical deterrents,Awaiting assessment,1
1955,1955,Protect nests and nesting sites from predation using conditioned taste aversion,Awaiting assessment,1
1956,1956,Protect nests and nesting sites from predation using visual deterrents,Awaiting assessment,1
1957,1957,Protect nests from ants,Unknown effectiveness (limited evidence),1
1958,1958,Protect nests from livestock to reduce trampling,Unlikely to be beneficial,0
1959,1959,Protect or prepare vegetation before planting (other interventions),No evidence found (no assessment),1
1960,1960,Protect roost trees during forest operations,No evidence found (no assessment),1
1961,1961,Protect spawning fish from capture,Awaiting assessment,1
1962,1962,Protect specific habitat structures,No evidence found (no assessment),1
1963,1963,Provide 'sacrificial' grasslands to reduce the impact of wild geese on crops,Unknown effectiveness (limited evidence),1
1964,1964,Provide ‘sacrificial’ grasslands to reduce the impact of wild geese on crops,Unknown effectiveness (limited evidence),1
1965,1965,Provide additional moorings to reduce anchoring,No evidence found (no assessment),1
1966,1966,Provide additional sleeping platforms/nesting sites for primates,Unknown effectiveness (limited evidence),1
1967,1967,Provide adequate signage of presence of primates on or near roads,No evidence found (no assessment),1
1968,1968,Provide alternative bat roosts during maintenance work at road/railway bridges and culverts,Unknown effectiveness (limited evidence),1
1969,1969,Provide artificial dens or nest boxes on trees,Beneficial,2
1970,1970,Provide artificial nest sites for bumblebees,Awaiting assessment,1
1971,1971,Provide artificial nest sites for solitary bees,Awaiting assessment,1
1972,1972,Provide artificial nesting sites for burrow-nesting seabirds,Likely to be beneficial,2
1973,1973,Provide artificial nesting sites for divers/loons,Likely to be beneficial,2
1974,1974,Provide artificial nesting sites for falcons,Beneficial,2
1975,1975,Provide artificial nesting sites for gamebirds,Unknown effectiveness (limited evidence),1
1976,1976,Provide artificial nesting sites for grebes,Unknown effectiveness (limited evidence),1
1977,1977,Provide artificial nesting sites for ground and tree-nesting seabirds,Likely to be beneficial,2
1978,1978,Provide artificial nesting sites for ibises and flamingos,Unknown effectiveness (limited evidence),1
1979,1979,Provide artificial nesting sites for oilbirds,Likely to be beneficial,2
1980,1980,Provide artificial nesting sites for owls,Beneficial,2
1981,1981,Provide artificial nesting sites for parrots,Unknown effectiveness (limited evidence),1
1982,1982,Provide artificial nesting sites for pigeons,Unknown effectiveness (limited evidence),1
1983,1983,Provide artificial nesting sites for rails,Unknown effectiveness (limited evidence),1
1984,1984,Provide artificial nesting sites for raptors,Likely to be beneficial,2
1985,1985,Provide artificial nesting sites for rollers,Unknown effectiveness (limited evidence),1
1986,1986,Provide artificial nesting sites for songbirds,Beneficial,2
1987,1987,Provide artificial nesting sites for swifts,Unknown effectiveness (limited evidence),1
1988,1988,Provide artificial nesting sites for trogons,Unknown effectiveness (limited evidence),1
1989,1989,Provide artificial nesting sites for waders,Unknown effectiveness (limited evidence),1
1990,1990,Provide artificial nesting sites for wildfowl,Beneficial,2
1991,1991,Provide artificial nesting sites for wildfowl using artificial/floating islands,Likely to be beneficial,2
1992,1992,Provide artificial nesting sites for woodpeckers,Unknown effectiveness (limited evidence),1
1993,1993,Provide artificial refuges for prey to evade/escape non-native predators,No evidence found (no assessment),1
1994,1994,Provide artificial refuges/breeding sites,Likely to be beneficial,2
1995,1995,Provide artificial shade for individuals,Awaiting assessment,1
1996,1996,Provide artificial shade for nests or nesting sites,Awaiting assessment,1
1997,1997,Provide artificial shelters,Beneficial,2
1998,1998,Provide artificial shelters following release,No evidence found (no assessment),1
1999,1999,Provide artificial subterranean bat roosts to replace roosts in disturbed caves,No evidence found (no assessment),1
2000,2000,Provide artificial subterranean bat roosts to replace roosts in reclaimed mines,No evidence found (no assessment),1
2001,2001,Provide artificial water sources,Unknown effectiveness (limited evidence),1
2002,2002,Provide artificial waterholes in dry season,Likely to be beneficial,2
2003,2003,Provide badger gates,No evidence found (no assessment),1
2004,2004,Provide bat boxes for roosting bats,Likely to be beneficial,2
2005,2005,"Provide bat boxes, bat grilles, improvements to roosts",No evidence found (no assessment),1
2006,2006,Provide better equipment (e.g. guns) to anti-poaching ranger patrols,Likely to be beneficial,2
2007,2007,Provide bird feeding materials to families with young children,Unknown effectiveness (limited evidence),1
2008,2008,Provide buffer strips along rivers and streams,No evidence found (no assessment),1
2009,2009,Provide buffer strips alongside water courses (rivers and streams),Unknown effectiveness (limited evidence),1
2010,2010,Provide buffer strips around in-field ponds,No evidence found (no assessment),1
2011,2011,Provide calcium supplements to increase survival or reproductive success,Likely to be beneficial,2
2012,2012,Provide dams/water holes during drought,No evidence found (no assessment),1
2013,2013,Provide diversionary feeding for mammals to reduce nuisance behaviour and human-wildlife conflict,Unknown effectiveness (limited evidence),1
2014,2014,Provide diversionary feeding for predators,Unknown effectiveness (limited evidence),1
2015,2015,Provide diversionary feeding to reduce crop damage by mammals to reduce human-wildlife conflict,Likely to be beneficial,2
2016,2016,Provide diversionary feeding to reduce predation of livestock by mammals to reduce human-wildlife conflict,Unknown effectiveness (limited evidence),1
2017,2017,Provide domestic meat to workers of the logging company to reduce hunting,No evidence found (no assessment),1
2018,2018,Provide education or training programmes about peatlands or peatland management,Unknown effectiveness (limited evidence),1
2019,2019,Provide education programmes about amphibians,Likely to be beneficial,2
2020,2020,Provide education programmes about forests,No evidence found (no assessment),1
2021,2021,Provide education programmes about shrublands,No evidence found (no assessment),1
2022,2022,Provide education programmes to improve behaviour towards mammals and reduce threats,Likely to be beneficial,2
2023,2023,Provide education/training programmes about marshes or swamps,Unknown effectiveness (limited evidence),1
2024,2024,"Provide educational materials at marinas and ports to encourage vessel operators to carry out safe practices around mammals (e.g. signs, leaflets)",No evidence found (no assessment),1
2025,2025,Provide educational or other training programmes about the marine environment to improve behaviours towards marine invertebrates,Unknown effectiveness (limited evidence),1
2026,2026,Provide financial incentives not to graze,No evidence found (no assessment),1
2027,2027,Provide food for vultures to reduce mortality from diclofenac,Likely to be beneficial,2
2028,2028,Provide food/salt lick to divert mammals from roads or railways,Likely to be beneficial,2
2029,2029,Provide foraging perches (eg. for shrikes),No evidence found (no assessment),1
2030,2030,Provide fuel efficient stoves,No evidence found (no assessment),1
2031,2031,Provide general protection for marshes or swamps,Likely to be beneficial,2
2032,2032,Provide grass strips at field margins for bees,Awaiting assessment,1
2033,2033,Provide legal protection of forests from development,No evidence found (no assessment),1
2034,2034,Provide live natural prey to captive mammals to foster hunting behaviour before release,Likely to be beneficial,2
2035,2035,Provide mammals with escape routes from canals,Likely to be beneficial,2
2036,2036,Provide medicated grit for grouse,Evidence not assessed,1
2037,2037,Provide medicine to local communities to control killing of primates for medicinal purposes,No evidence found (no assessment),1
2038,2038,"Provide monetary benefits to local communities for sustainably managing their forest and its wildlife (e.g. REDD, employment)",Unknown effectiveness (limited evidence),1
2039,2039,Provide more small artificial breeding sites rather than fewer large sites,Unknown effectiveness (limited evidence),1
2040,2040,Provide nest boxes for bees (solitary bees or bumblebees),Unknown effectiveness (limited evidence),1
2041,2041,Provide nest boxes for birds,Unknown effectiveness (limited evidence),1
2042,2042,Provide nest boxes for stingless bees,Awaiting assessment,1
2043,2043,Provide nesting habitat for birds that is safe from extreme weather,Unknown effectiveness (limited evidence),1
2044,2044,Provide nesting material for wild birds,Unknown effectiveness (limited evidence),1
2045,2045,Provide new technologies to reduce harvesting pressure on vegetation,No evidence found (no assessment),1
2046,2046,Provide new technologies to reduce pressure on wild biological resources,No evidence found (no assessment),1
2047,2047,"Provide non-monetary benefits to local communities for sustainably managing their forest and its wildlife (e.g. better education, infrastructure development)",Unknown effectiveness (limited evidence),1
2048,2048,Provide or maintain hedgerows on farmland,Awaiting assessment,1
2049,2049,Provide or retain set-aside areas in farmland,No evidence found (no assessment),1
2050,2050,Provide or retain set-aside areas in farmland,Beneficial,2
2051,2051,Provide or retain set-aside areas in farmland,Beneficial,2
2052,2052,Provide or retain set-aside areas on farmland,Likely to be beneficial,2
2053,2053,Provide or retain set-aside areas on farmland,No evidence found (no assessment),1
2054,2054,Provide or retain un-harvested buffer strips,Trade-off between benefit and harms,1
2055,2055,"Provide other resources for birds (water, sand for bathing)",Unknown effectiveness (limited evidence),1
2056,2056,Provide otter holts,No evidence found (no assessment),1
2057,2057,"Provide owl nest boxes (Tawny owl, Barn owl)",Unknown effectiveness (limited evidence),1
2058,2058,Provide paraffin stoves,No evidence found (no assessment),1
2059,2059,Provide paths to limit extent of disturbance to mammals,No evidence found (no assessment),1
2060,2060,Provide paths to limit the extent of disturbance,Likely to be beneficial,2
2061,2061,Provide red squirrel feeders,No evidence found (no assessment),1
2062,2062,Provide refuges during crop harvesting or mowing,No evidence found (no assessment),1
2063,2063,Provide refuges during harvest or mowing,Unknown effectiveness (limited evidence),1
2064,2064,Provide refuges for fish within ponds,Likely to be beneficial,2
2065,2065,"Provide reptiles with escape routes from canals, drains and ditches",No evidence found (no assessment),1
2066,2066,Provide rewards (monetary or non-monetary) for reporting injured or entangled reptiles,No evidence found (no assessment),1
2067,2067,Provide sacrificial rows of crops on outer side of fields,No evidence found (no assessment),1
2068,2068,Provide salt licks for primates,No evidence found (no assessment),1
2069,2069,"Provide science-based films, radio programmes, or books about mammals to improve behaviour towards mammals and reduce threats",No evidence found (no assessment),1
2070,2070,Provide set-aside areas in farmland,Awaiting assessment,1
2071,2071,Provide shelter habitat,No evidence found (no assessment),1
2072,2072,Provide shelter structures after fire,No evidence found (no assessment),1
2073,2073,Provide short grass for birds,Evidence not assessed,1
2074,2074,Provide short grass for waders,Unknown effectiveness (limited evidence),1
2075,2075,"Provide specialist advice, assistance preparing conservation plans",No evidence found (no assessment),1
2076,2076,Provide suitable bat foraging and roosting habitat at expanding range fronts,No evidence found (no assessment),1
2077,2077,Provide supplementary feed to reduce tree damage,Unknown effectiveness (limited evidence),1
2078,2078,Provide supplementary food,Awaiting assessment,1
2079,2079,Provide supplementary food after fire,Unknown effectiveness (limited evidence),1
2080,2080,Provide supplementary food after release,Likely to be beneficial,2
2081,2081,Provide supplementary food during/after release of captive-bred mammals,Beneficial,2
2082,2082,Provide supplementary food during/after release of translocated mammals,Likely to be beneficial,2
2083,2083,Provide supplementary food for a certain period of time only,Unknown effectiveness (limited evidence),1
2084,2084,Provide supplementary food for auks to increase reproductive success,Unknown effectiveness (limited evidence),1
2085,2085,Provide supplementary food for birds or mammals,Likely to be beneficial,2
2086,2086,Provide supplementary food for cranes to increase adult survival,Likely to be beneficial,2
2087,2087,Provide supplementary food for gamebirds to increase adult survival,Unknown effectiveness (limited evidence),1
2088,2088,Provide supplementary food for gamebirds to increase reproductive success,Unknown effectiveness (limited evidence),1
2089,2089,Provide supplementary food for gannets and boobies to increase reproductive success,Unknown effectiveness (limited evidence),1
2090,2090,"Provide supplementary food for gulls, terns and skuas to increase adult survival",Unknown effectiveness (limited evidence),1
2091,2091,"Provide supplementary food for gulls, terns and skuas to increase reproductive success",Likely to be beneficial,2
2092,2092,Provide supplementary food for hummingbirds to increase adult survival,Unknown effectiveness (limited evidence),1
2093,2093,Provide supplementary food for ibises to increase reproductive success,Unknown effectiveness (limited evidence),1
2094,2094,Provide supplementary food for kingfishers to increase reproductive success,Unknown effectiveness (limited evidence),1
2095,2095,Provide supplementary food for nectar-feeding songbirds to increase adult survival,Unknown effectiveness (limited evidence),1
2096,2096,Provide supplementary food for owls to increase reproductive success,Likely to be beneficial,2
2097,2097,Provide supplementary food for parrots to increase reproductive success,Unknown effectiveness (limited evidence),1
2098,2098,Provide supplementary food for petrels to increase reproductive success,Unknown effectiveness (limited evidence),1
2099,2099,Provide supplementary food for pigeons to increase adult survival,Unknown effectiveness (limited evidence),1
2100,2100,Provide supplementary food for pigeons to increase reproductive success,Unknown effectiveness (limited evidence),1
2101,2101,Provide supplementary food for rails and coots to increase reproductive success,Unknown effectiveness (limited evidence),1
2102,2102,Provide supplementary food for raptors to increase adult survival,Unknown effectiveness (limited evidence),1
2103,2103,Provide supplementary food for raptors to increase reproductive success,Likely to be beneficial,2
2104,2104,Provide supplementary food for songbirds to increase adult survival,Beneficial,2
2105,2105,Provide supplementary food for songbirds to increase reproductive success,Likely to be beneficial,2
2106,2106,Provide supplementary food for vultures to increase adult survival,Unknown effectiveness (limited evidence),1
2107,2107,Provide supplementary food for vultures to increase reproductive success,Unknown effectiveness (limited evidence),1
2108,2108,Provide supplementary food for waders to increase adult survival,Unknown effectiveness (limited evidence),1
2109,2109,Provide supplementary food for waders to increase reproductive success,Unknown effectiveness (limited evidence),1
2110,2110,Provide supplementary food for wildfowl to increase adult survival,Unknown effectiveness (limited evidence),1
2111,2111,Provide supplementary food for wildfowl to increase reproductive success,Unknown effectiveness (limited evidence),1
2112,2112,Provide supplementary food for woodpeckers to increase adult survival,Unknown effectiveness (limited evidence),1
2113,2113,Provide supplementary food or water,Awaiting assessment,1
2114,2114,Provide supplementary food through the establishment of food populations,Unknown effectiveness (limited evidence),1
2115,2115,Provide supplementary food to allow the rescue of a second chick,Unknown effectiveness (limited evidence),1
2116,2116,Provide supplementary food to increase parental presence and so reduce brood parasitism,No evidence found (no assessment),1
2117,2117,Provide supplementary food to increase reproduction/survival,Trade-off between benefit and harms,1
2118,2118,Provide supplementary food to primates through the establishment of prey populations,No evidence found (no assessment),1
2119,2119,Provide supplementary water to increase reproduction/survival,Likely to be beneficial,2
2120,2120,Provide supplementary water to increase survival or reproductive success,Unknown effectiveness (limited evidence),1
2121,2121,Provide sustainable alternative livelihoods; establish fish- or domestic meat farms,No evidence found (no assessment),1
2122,2122,Provide training and tools for safe release of mammals captured by fisheries,No evidence found (no assessment),1
2123,2123,Provide training for construction workers on the potential risks to reptiles and how to mitigate disturbance during works,No evidence found (no assessment),1
2124,2124,"Provide training for land managers, farmers and farm advisers",Evidence not assessed,1
2125,2125,Provide training for local staff in species identification,No evidence found (no assessment),1
2126,2126,Provide training to anti-poaching ranger patrols,Unknown effectiveness (limited evidence),1
2127,2127,Provide training to conservationists and land managers on bee ecology and conservation,Awaiting assessment,1
2128,2128,Provide training to conservationists and land managers on bird ecology and conservation,No evidence found (no assessment),1
2129,2129,"Provide training to conservationists, land managers, and the building and development sector on bat ecology and conservation to reduce bat roost disturbance",No evidence found (no assessment),1
2130,2130,Provide training to vessel operators on mammal behaviour and appropriate avoidance techniques,No evidence found (no assessment),1
2131,2131,Provide training to wildlife control operators on least harmful ways of removing bats from their roosts,No evidence found (no assessment),1
2132,2132,Provide unfertilised cereal headlands in arable fields,No evidence found (no assessment),1
2133,2133,Provide woody debris in ski run area,Unknown effectiveness (limited evidence),1
2134,2134,Provide/increase anti-poaching patrols,Likely to be beneficial,2
2135,2135,Prune roots of non-woody plants before planting: brackish/saline wetlands,No evidence found (no assessment),1
2136,2136,Prune roots of non-woody plants before planting: freshwater wetlands,No evidence found (no assessment),1
2137,2137,Prune roots of trees/shrubs before planting: brackish/saline wetlands,No evidence found (no assessment),1
2138,2138,Prune roots of trees/shrubs before planting: freshwater wetlands,Unknown effectiveness (limited evidence),1
2139,2139,Publish data on ranger performance to motivate increased anti-poacher efforts,Likely to be beneficial,2
2140,2140,Purchase fishing permits and/or vessels from fishers,No evidence found (no assessment),1
2141,2141,Put out wildfires,No evidence found (no assessment),1
2142,2142,Put up signs to discourage fires,No evidence found (no assessment),1
2143,2143,Put up signs to discourage littering,No evidence found (no assessment),1
